Data,Quantidade de leitos UTI Neonatal
09/08/2022,10
10/08/2022,10
11/08/2022,10
12/08/2022,10
13/08/2022,10
14/08/2022,10
15/08/2022,10
16/08/2022,10
17/08/2022,10
18/08/2022,10
19/08/2022,10
20/08/2022,10
21/08/2022,10
22/08/2022,10
23/08/2022,10
24/08/2022,10
25/08/2022,10
26/08/2022,10
27/08/2022,10
28/08/2022,10
29/08/2022,10
30/08/2022,10
31/08/2022,10
01/09/2022,10
02/09/2022,10
03/09/2022,10
04/09/2022,10
05/09/2022,10
06/09/2022,10
07/09/2022,10
08/09/2022,10
09/09/2022,10
10/09/2022,10
11/09/2022,10
12/09/2022,10
13/09/2022,10
14/09/2022,10
15/09/2022,10
16/09/2022,10
17/09/2022,10
18/09/2022,10
19/09/2022,10
20/09/2022,10
21/09/2022,10
22/09/2022,10
23/09/2022,10
24/09/2022,10
25/09/2022,10
26/09/2022,10
27/09/2022,10
28/09/2022,10
29/09/2022,10
30/09/2022,10
01/10/2022,10
02/10/2022,10
03/10/2022,10
04/10/2022,10
05/10/2022,10
06/10/2022,10
07/10/2022,10
08/10/2022,10
09/10/2022,10
10/10/2022,10
11/10/2022,10
12/10/2022,10
13/10/2022,10
14/10/2022,10
15/10/2022,10
16/10/2022,10
17/10/2022,10
18/10/2022,10
19/10/2022,10
20/10/2022,10
21/10/2022,10
22/10/2022,10
23/10/2022,10
24/10/2022,10
25/10/2022,10
26/10/2022,10
27/10/2022,10
28/10/2022,10
29/10/2022,10
30/10/2022,10
31/10/2022,10
01/11/2022,10
02/11/2022,10
03/11/2022,10
04/11/2022,10
05/11/2022,10
06/11/2022,10
07/11/2022,10
08/11/2022,10
09/11/2022,10
10/11/2022,10
11/11/2022,10
12/11/2022,10
13/11/2022,10
14/11/2022,10
15/11/2022,10
16/11/2022,10
17/11/2022,10
18/11/2022,10
19/11/2022,10
20/11/2022,10
21/11/2022,10
22/11/2022,10
23/11/2022,10
24/11/2022,10
25/11/2022,10
26/11/2022,10
27/11/2022,10
28/11/2022,10
29/11/2022,10
30/11/2022,10
01/12/2022,10
02/12/2022,10
03/12/2022,10
04/12/2022,10
05/12/2022,10
06/12/2022,10
07/12/2022,10
08/12/2022,10
09/12/2022,10
10/12/2022,10
11/12/2022,10
12/12/2022,10
13/12/2022,10
14/12/2022,10
15/12/2022,10
16/12/2022,10
17/12/2022,10
18/12/2022,10
19/12/2022,10
20/12/2022,10
21/12/2022,10
22/12/2022,10
23/12/2022,10
24/12/2022,10
25/12/2022,10
26/12/2022,10
27/12/2022,10
28/12/2022,10
29/12/2022,10
30/12/2022,10
31/12/2022,10
